timestamp,elapsed_s,workload,load_level,repeat,assigned_cores,sample_dt_s,cpu_power_w,total_rapl_power_w,gpu_power_w,cpu_busy_pct,cpu_freq_mhz,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mb,gpu_mem_bw_gb_s,gpu_sm_clock_mhz,gpu_mem_clock_mhz,dram_bw_gb_s,cpu_temp_c,gpu_temp_c
2026-04-07T01:45:29,0.001,gromacs,20,1,0-3,0.1014,39.5208,40.429,40.386,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:29,0.176,gromacs,20,1,0-3,0.1013,39.6536,40.5723,40.293,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:29,0.328,gromacs,20,1,0-3,0.1013,39.8332,40.7352,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:29,0.481,gromacs,20,1,0-3,0.1013,39.3615,40.2628,40.386,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:29,0.655,gromacs,20,1,0-3,0.1013,39.4625,40.3841,40.386,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:30,0.808,gromacs,20,1,0-3,0.1013,39.666,40.5764,40.483,25.0,2199.6393,0.0,0.0,241.0625,0.0001,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:30,0.961,gromacs,20,1,0-3,0.1013,39.4203,40.3206,40.583,25.0,2199.6393,0.0,0.0,241.0625,0.0001,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:30,1.114,gromacs,20,1,0-3,0.1013,39.2587,40.169,40.39,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:30,1.27,gromacs,20,1,0-3,0.1013,39.2791,40.1783,40.483,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:30,1.423,gromacs,20,1,0-3,0.1013,39.6729,40.5846,40.483,25.0,2199.2782,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:30,1.575,gromacs,20,1,0-3,0.1013,39.6926,40.5933,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:31,1.731,gromacs,20,1,0-3,0.1013,39.8594,40.7694,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:31,1.883,gromacs,20,1,0-3,0.1013,40.0322,40.9342,40.386,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:31,2.036,gromacs,20,1,0-3,0.1013,39.5784,40.4927,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,50.0,57.0
2026-04-07T01:45:31,2.192,gromacs,20,1,0-3,0.1013,39.4937,40.3957,40.483,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:31,2.345,gromacs,20,1,0-3,0.1013,39.5136,40.4147,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:31,2.497,gromacs,20,1,0-3,0.1013,39.5863,40.5144,40.386,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:31,2.653,gromacs,20,1,0-3,0.1013,39.6152,40.5254,40.386,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,2.806,gromacs,20,1,0-3,0.1013,40.0234,40.9373,40.39,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,2.958,gromacs,20,1,0-3,0.1013,39.272,40.1718,40.583,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,3.114,gromacs,20,1,0-3,0.1013,39.7931,40.7132,40.483,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,3.268,gromacs,20,1,0-3,0.1013,39.6707,40.5812,40.386,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,3.421,gromacs,20,1,0-3,0.1013,39.7005,40.6126,40.583,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:32,3.577,gromacs,20,1,0-3,0.1013,39.2994,40.2096,40.583,25.0,2199.639,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
2026-04-07T01:45:33,3.73,gromacs,20,1,0-3,0.1013,39.6684,40.5891,40.483,25.0,2199.6393,0.0,0.0,241.0625,0.0,1200.0,850.0,,49.0,57.0
